Isolates,Prediction,Observation,Antibiotic
11679_4#54,R,R,CTZ
11679_4#55,S,S,CTZ
11679_4#56,R,R,CTZ
11679_4#57,S,S,CTZ
11679_4#58,S,S,CTZ
11679_4#59,S,S,CTZ
11679_4#5,S,S,CTZ
11679_4#60,S,S,CTZ
11679_4#61,R,R,CTZ
11679_4#62,S,S,CTZ
11679_4#63,S,S,CTZ
11679_4#64,S,S,CTZ
11679_4#65,S,S,CTZ
11679_4#66,S,S,CTZ
11679_4#67,S,S,CTZ
11679_4#68,S,S,CTZ
11679_4#69,S,S,CTZ
11679_4#6,S,S,CTZ
11679_4#70,S,S,CTZ
11679_4#71,S,S,CTZ
11679_4#72,S,S,CTZ
11679_4#73,S,S,CTZ
11679_4#74,S,S,CTZ
11679_4#75,S,S,CTZ
11679_4#76,S,S,CTZ
11679_4#77,S,S,CTZ
11679_4#78,S,S,CTZ
11679_4#79,S,S,CTZ
11679_4#7,S,S,CTZ
11679_4#80,S,S,CTZ
11679_4#81,S,S,CTZ
11679_4#82,S,S,CTZ
11679_4#83,S,S,CTZ
11679_4#84,S,S,CTZ
11679_4#85,S,S,CTZ
11679_4#86,S,S,CTZ
11679_4#87,S,S,CTZ
11679_4#88,S,S,CTZ
11679_4#89,R,R,CTZ
11679_4#8,R,R,CTZ
11679_4#90,S,S,CTZ
11679_4#91,S,S,CTZ
11679_4#92,R,R,CTZ
11679_4#93,S,S,CTZ
11679_4#94,S,S,CTZ
11679_4#95,R,R,CTZ
11679_4#96,S,S,CTZ
11679_4#9,S,S,CTZ
11679_5#10,S,S,CTZ
11679_5#11,S,S,CTZ
11679_5#12,S,S,CTZ
11679_5#13,S,S,CTZ
11679_5#14,S,S,CTZ
11679_5#15,S,S,CTZ
11679_5#16,S,S,CTZ
11679_5#17,S,S,CTZ
11679_5#18,S,S,CTZ
11679_5#19,S,S,CTZ
11679_5#1,S,S,CTZ
11679_5#20,S,S,CTZ
11679_5#21,R,R,CTZ
11679_5#22,S,S,CTZ
11679_5#23,S,S,CTZ
11679_5#24,S,S,CTZ
11679_5#25,S,S,CTZ
11679_5#26,S,S,CTZ
11679_5#27,S,S,CTZ
11679_5#28,S,S,CTZ
11679_5#29,S,S,CTZ
11679_5#2,S,S,CTZ
11679_5#30,S,S,CTZ
11679_5#31,S,S,CTZ
11679_5#32,S,S,CTZ
11679_5#33,S,S,CTZ
11679_5#34,S,S,CTZ
11679_5#35,R,R,CTZ
11679_5#36,R,R,CTZ
11679_5#37,S,S,CTZ
11679_5#38,S,S,CTZ
11679_5#39,S,S,CTZ
11679_5#3,S,S,CTZ
11679_5#40,S,S,CTZ
11679_5#41,S,S,CTZ
11679_5#42,R,R,CTZ
11679_5#43,S,S,CTZ
11679_5#44,S,S,CTZ
11679_5#45,S,S,CTZ
11679_5#46,S,S,CTZ
11679_5#47,S,S,CTZ
11679_5#48,S,S,CTZ
11679_5#49,S,S,CTZ
11679_5#4,S,S,CTZ
11679_5#50,S,S,CTZ
11679_5#51,S,S,CTZ
11679_5#52,S,S,CTZ
11679_5#53,S,S,CTZ
11679_5#54,S,S,CTZ
11679_5#55,S,S,CTZ
11679_5#56,S,S,CTZ
11679_5#57,S,S,CTZ
11679_5#58,S,S,CTZ
11679_5#59,S,S,CTZ
11679_5#5,S,S,CTZ
11679_5#60,S,S,CTZ
11679_5#61,S,S,CTZ
11679_5#62,S,S,CTZ
11679_5#63,S,S,CTZ
11679_5#64,S,S,CTZ
11679_5#65,S,S,CTZ
11679_5#66,S,S,CTZ
11679_5#67,S,S,CTZ
11679_5#68,R,R,CTZ
11679_5#69,S,S,CTZ
11679_5#6,S,S,CTZ
11679_5#70,S,S,CTZ
11679_5#71,S,S,CTZ
11679_5#72,S,S,CTZ
11679_5#73,S,S,CTZ
11679_5#74,S,S,CTZ
11679_5#75,S,S,CTZ
11679_5#76,S,S,CTZ
11679_5#77,S,S,CTZ
11679_5#78,S,S,CTZ
11679_5#79,S,S,CTZ
11679_5#7,S,S,CTZ
11679_5#80,S,S,CTZ
11679_5#81,S,S,CTZ
11679_5#82,S,S,CTZ
11679_5#83,S,S,CTZ
11679_5#84,S,S,CTZ
11679_5#85,S,S,CTZ
11679_5#86,S,S,CTZ
11679_5#87,S,S,CTZ
11679_5#88,S,S,CTZ
11679_5#89,S,S,CTZ
11679_5#8,S,S,CTZ
11679_5#90,S,S,CTZ
11679_5#91,S,S,CTZ
11679_5#92,S,S,CTZ
11679_5#93,S,S,CTZ
11679_5#94,R,R,CTZ
11679_5#95,S,S,CTZ
11679_5#96,S,S,CTZ
11679_5#9,S,S,CTZ
11679_6#10,S,S,CTZ
11679_6#11,S,S,CTZ
11679_6#12,S,S,CTZ
11679_6#13,S,S,CTZ
11679_6#14,S,S,CTZ
11679_6#15,S,S,CTZ
11679_6#18,S,S,CTZ
11679_6#19,S,S,CTZ
11679_6#1,S,S,CTZ
11679_6#20,S,S,CTZ
11679_6#21,S,S,CTZ
11679_6#22,S,S,CTZ
11679_6#23,S,S,CTZ
11679_6#24,S,S,CTZ
11679_6#25,S,S,CTZ
11679_6#26,S,S,CTZ
11679_6#27,S,S,CTZ
11679_6#28,S,S,CTZ
11679_6#29,S,S,CTZ
11679_6#2,S,S,CTZ
11679_6#30,S,S,CTZ
11679_6#31,S,S,CTZ
11679_6#32,S,S,CTZ
11679_6#33,S,S,CTZ
11679_6#34,S,S,CTZ
11679_6#35,S,S,CTZ
11679_6#36,S,S,CTZ
11679_6#37,S,S,CTZ
11679_6#38,S,S,CTZ
11679_6#39,S,S,CTZ
11679_6#3,S,S,CTZ
11679_6#40,S,S,CTZ
11679_6#41,S,S,CTZ
11679_6#42,S,S,CTZ
11679_6#43,S,S,CTZ
11679_6#44,S,S,CTZ
11679_6#45,S,S,CTZ
11679_6#46,S,S,CTZ
11679_6#47,S,S,CTZ
11679_6#48,S,S,CTZ
11679_6#49,S,S,CTZ
11679_6#4,S,S,CTZ
11679_6#50,S,S,CTZ
11679_6#51,S,S,CTZ
11679_6#52,S,S,CTZ
11679_6#53,S,S,CTZ
11679_6#54,S,S,CTZ
11679_6#55,S,S,CTZ
11679_6#56,S,S,CTZ
11679_6#57,S,S,CTZ
11679_6#58,S,S,CTZ
11679_6#59,R,R,CTZ
11679_6#5,S,S,CTZ
11679_6#60,S,S,CTZ
11679_6#61,S,S,CTZ
11679_6#62,S,S,CTZ
11679_6#63,S,S,CTZ
11679_6#64,S,S,CTZ
11679_6#65,S,S,CTZ
11679_6#66,S,S,CTZ
11679_6#67,S,S,CTZ
11679_6#68,S,S,CTZ
11679_6#69,S,S,CTZ
11679_6#70,S,S,CTZ
11679_6#71,S,S,CTZ
11679_6#72,R,R,CTZ
11679_6#73,S,S,CTZ
11679_6#74,S,S,CTZ
11679_6#75,S,S,CTZ
11679_6#76,S,S,CTZ
11679_6#77,S,S,CTZ
11679_6#78,S,S,CTZ
11679_6#79,S,S,CTZ
11679_6#7,S,S,CTZ
11679_6#80,S,S,CTZ
11679_6#81,S,S,CTZ
11679_6#82,S,S,CTZ
11679_6#83,S,S,CTZ
11679_6#84,S,S,CTZ
11679_6#85,S,S,CTZ
11679_6#86,S,S,CTZ
11679_6#87,S,S,CTZ
11679_6#88,S,S,CTZ
11679_6#89,S,S,CTZ
11679_6#8,S,S,CTZ
11679_6#90,S,S,CTZ
11679_6#91,S,S,CTZ
11679_6#92,R,R,CTZ
11679_6#93,R,R,CTZ
11679_6#94,R,R,CTZ
11679_6#95,S,S,CTZ
11679_6#96,S,S,CTZ
11679_6#9,S,S,CTZ
11679_7#10,S,S,CTZ
11679_7#11,S,S,CTZ
11679_7#12,S,S,CTZ
11679_7#13,S,S,CTZ
11679_7#14,S,S,CTZ
11679_7#15,S,S,CTZ
11679_7#16,S,S,CTZ
11679_7#17,S,S,CTZ
11679_7#18,S,S,CTZ
11679_7#19,S,S,CTZ
11679_7#1,S,S,CTZ
11679_7#20,S,S,CTZ
11679_7#21,S,S,CTZ
11679_7#22,S,S,CTZ
11679_7#23,S,S,CTZ
11679_7#24,S,S,CTZ
11679_7#26,S,S,CTZ
11679_7#27,S,S,CTZ
11679_7#28,S,S,CTZ
11679_7#29,S,S,CTZ
11679_7#2,S,S,CTZ
11679_7#30,S,S,CTZ
11679_7#31,S,S,CTZ
11679_7#32,S,S,CTZ
11679_7#34,S,S,CTZ
11679_7#35,S,S,CTZ
11679_7#36,S,S,CTZ
11679_7#37,S,S,CTZ
11679_7#38,S,S,CTZ
11679_7#39,S,S,CTZ
11679_7#40,S,S,CTZ
11679_7#41,S,S,CTZ
11679_7#42,S,S,CTZ
11679_7#43,S,S,CTZ
11679_7#44,R,R,CTZ
11679_7#45,S,S,CTZ
11679_7#46,S,S,CTZ
11679_7#47,S,S,CTZ
11679_7#48,S,S,CTZ
11679_7#49,S,S,CTZ
11679_7#4,S,S,CTZ
11679_7#50,S,S,CTZ
11679_7#51,S,S,CTZ
11679_7#52,S,S,CTZ
11679_7#53,S,S,CTZ
11679_7#54,R,R,CTZ
11679_7#55,S,S,CTZ
11679_7#56,S,S,CTZ
11679_7#57,S,S,CTZ
11679_7#58,S,S,CTZ
11679_7#59,S,S,CTZ
11679_7#5,S,R,CTZ
11679_7#60,S,S,CTZ
11679_7#61,S,S,CTZ
11679_7#62,S,S,CTZ
11679_7#63,R,R,CTZ
11679_7#64,S,S,CTZ
11679_7#65,S,S,CTZ
11679_7#66,S,S,CTZ
11679_7#67,S,S,CTZ
11679_7#68,S,S,CTZ
11679_7#69,S,S,CTZ
11679_7#6,S,S,CTZ
11679_7#70,S,S,CTZ
11679_7#71,S,S,CTZ
11679_7#72,S,S,CTZ
11679_7#73,S,S,CTZ
11679_7#74,S,S,CTZ
11679_7#75,S,S,CTZ
11679_7#76,S,S,CTZ
11679_7#77,S,S,CTZ
11679_7#78,S,S,CTZ
11679_7#79,S,S,CTZ
11679_7#80,S,S,CTZ
11679_7#81,S,S,CTZ
11679_7#82,S,S,CTZ
11679_7#83,S,S,CTZ
11679_7#84,S,S,CTZ
11679_7#85,S,S,CTZ
11679_7#86,S,S,CTZ
11679_7#87,S,S,CTZ
11679_7#88,S,S,CTZ
11679_7#89,S,S,CTZ
11679_7#8,S,S,CTZ
11679_7#90,S,S,CTZ
11679_7#91,S,S,CTZ
11679_7#92,S,S,CTZ
11679_7#93,S,S,CTZ
11679_7#94,S,S,CTZ
11679_7#95,R,R,CTZ
11679_7#96,S,S,CTZ
11679_7#9,S,S,CTZ
11679_8#10,S,S,CTZ
11679_8#11,R,R,CTZ
11679_8#12,S,S,CTZ
11679_8#13,S,S,CTZ
11679_8#14,S,S,CTZ
11679_8#15,S,S,CTZ
11679_8#16,S,S,CTZ
11679_8#17,S,S,CTZ
11679_8#18,S,S,CTZ
11679_8#19,S,S,CTZ
11679_8#1,S,S,CTZ
11679_8#20,S,S,CTZ
11679_8#21,S,S,CTZ
11679_8#22,S,S,CTZ
11679_8#23,S,S,CTZ
11679_8#24,S,S,CTZ
11679_8#25,S,S,CTZ
11679_8#26,S,S,CTZ
11679_8#27,S,S,CTZ
11679_8#28,S,S,CTZ
11679_8#29,S,S,CTZ
11679_8#2,S,S,CTZ
11679_8#30,S,S,CTZ
11679_8#31,S,S,CTZ
11679_8#32,S,S,CTZ
11679_8#33,R,R,CTZ
11679_8#34,S,S,CTZ
11679_8#35,S,S,CTZ
11679_8#36,S,S,CTZ
11679_8#37,S,S,CTZ
11679_8#38,S,S,CTZ
11679_8#39,S,S,CTZ
11679_8#3,S,S,CTZ
11679_8#40,S,S,CTZ
11679_8#41,S,S,CTZ
11679_8#42,S,S,CTZ
11679_8#43,S,S,CTZ
11679_8#44,S,S,CTZ
11679_8#45,S,S,CTZ
11679_8#46,S,S,CTZ
11679_8#47,S,S,CTZ
11679_8#48,S,S,CTZ
11679_8#49,S,S,CTZ
11679_8#4,S,S,CTZ
11679_8#50,S,S,CTZ
11679_8#52,S,S,CTZ
11679_8#53,S,S,CTZ
11679_8#54,S,S,CTZ
11679_8#55,R,R,CTZ
11679_8#56,S,S,CTZ
11679_8#57,S,S,CTZ
11679_8#58,S,S,CTZ
11679_8#59,S,S,CTZ
11679_8#5,S,S,CTZ
11679_8#60,S,S,CTZ
11679_8#61,S,S,CTZ
11679_8#62,S,S,CTZ
11679_8#63,S,S,CTZ
11679_8#64,R,R,CTZ
11679_8#65,S,S,CTZ
11679_8#66,S,S,CTZ
11679_8#67,S,S,CTZ
11679_8#68,S,S,CTZ
11679_8#69,S,S,CTZ
11679_8#6,S,S,CTZ
11679_8#70,S,S,CTZ
11679_8#71,S,S,CTZ
11679_8#72,S,S,CTZ
11679_8#73,S,S,CTZ
11679_8#74,S,S,CTZ
11679_8#75,S,S,CTZ
11679_8#76,S,S,CTZ
11679_8#77,S,S,CTZ
11679_8#78,S,S,CTZ
11679_8#79,S,S,CTZ
11679_8#7,S,S,CTZ
11679_8#80,R,R,CTZ
11679_8#81,S,S,CTZ
11679_8#82,S,S,CTZ
11679_8#83,S,S,CTZ
11679_8#84,S,S,CTZ
11679_8#85,S,S,CTZ
11679_8#86,S,S,CTZ
11679_8#87,S,S,CTZ
11679_8#88,S,S,CTZ
11679_8#89,S,S,CTZ
11679_8#8,S,S,CTZ
11679_8#90,S,S,CTZ
11679_8#91,S,S,CTZ
11679_8#92,S,S,CTZ
11679_8#93,S,S,CTZ
11679_8#94,S,S,CTZ
11679_8#95,S,S,CTZ
11679_8#96,S,S,CTZ
11679_8#9,S,R,CTZ
11791_3#10,S,S,CTZ
11791_3#11,S,S,CTZ
11791_3#12,S,S,CTZ
11791_3#13,S,S,CTZ
11791_3#14,S,S,CTZ
11791_3#15,S,S,CTZ
11791_3#16,S,S,CTZ
11791_3#17,S,S,CTZ
11791_3#18,S,S,CTZ
11791_3#19,S,S,CTZ
11791_3#1,S,S,CTZ
11791_3#20,S,S,CTZ
11791_3#21,S,S,CTZ
11791_3#22,S,S,CTZ
11791_3#23,S,S,CTZ
11791_3#24,S,S,CTZ
11791_3#25,S,S,CTZ
11791_3#26,S,S,CTZ
11791_3#27,S,S,CTZ
11791_3#28,S,S,CTZ
11791_3#29,S,S,CTZ
11791_3#2,S,S,CTZ
11791_3#30,S,S,CTZ
11791_3#31,S,S,CTZ
11791_3#32,S,S,CTZ
11791_3#33,S,S,CTZ
11791_3#34,S,S,CTZ
11791_3#35,S,S,CTZ
11791_3#36,S,S,CTZ
11791_3#37,S,S,CTZ
11791_3#38,S,S,CTZ
11791_3#39,S,S,CTZ
11791_3#3,S,S,CTZ
11791_3#40,S,S,CTZ
11791_3#41,S,S,CTZ
11791_3#42,S,S,CTZ
11791_3#43,R,R,CTZ
11791_3#44,S,S,CTZ
11791_3#45,S,S,CTZ
11791_3#46,S,S,CTZ
11791_3#47,S,S,CTZ
11791_3#48,S,S,CTZ
11791_3#49,S,S,CTZ
11791_3#4,S,S,CTZ
11791_3#50,S,S,CTZ
11791_3#51,S,S,CTZ
11791_3#52,S,S,CTZ
11791_3#53,S,S,CTZ
11791_3#54,S,S,CTZ
11791_3#55,S,S,CTZ
11791_3#56,S,S,CTZ
11791_3#57,S,S,CTZ
11791_3#58,S,S,CTZ
11791_3#59,S,S,CTZ
11791_3#5,S,S,CTZ
11791_3#60,S,S,CTZ
11791_3#61,S,S,CTZ
11791_3#62,S,S,CTZ
11791_3#63,S,S,CTZ
11791_3#64,S,S,CTZ
11791_3#65,S,S,CTZ
11791_3#66,S,S,CTZ
11791_3#67,S,S,CTZ
11791_3#68,S,S,CTZ
11791_3#69,S,R,CTZ
11791_3#6,S,S,CTZ
11791_3#70,S,S,CTZ
11791_3#71,S,S,CTZ
11791_3#72,S,S,CTZ
11791_3#73,S,S,CTZ
11791_3#74,S,S,CTZ
11791_3#75,S,S,CTZ
11791_3#76,S,S,CTZ
11791_3#77,S,S,CTZ
11791_3#78,S,S,CTZ
11791_3#79,S,S,CTZ
11791_3#7,S,S,CTZ
11791_3#80,S,S,CTZ
11791_3#81,S,S,CTZ
11791_3#82,S,S,CTZ
11791_3#83,S,S,CTZ
11791_3#84,S,S,CTZ
11791_3#85,S,S,CTZ
11791_3#86,S,S,CTZ
11791_3#87,S,S,CTZ
11791_3#88,S,S,CTZ
11791_3#89,S,S,CTZ
11791_3#8,S,S,CTZ
11791_3#90,S,S,CTZ
11791_3#91,S,S,CTZ
11791_3#92,S,S,CTZ
11791_3#93,S,S,CTZ
11791_3#94,S,S,CTZ
11791_3#95,S,S,CTZ
11791_3#96,S,S,CTZ
11791_3#9,S,S,CTZ
11791_6#10,S,S,CTZ
11791_6#11,S,S,CTZ
11791_6#12,S,S,CTZ
11791_6#13,S,S,CTZ
11791_6#14,S,S,CTZ
11791_6#15,S,S,CTZ
11791_6#16,S,S,CTZ
11791_6#17,S,S,CTZ
11791_6#18,S,S,CTZ
11791_6#19,S,S,CTZ
11791_6#1,S,S,CTZ
11791_6#20,S,S,CTZ
11791_6#21,S,S,CTZ
11791_6#22,S,S,CTZ
11791_6#23,S,S,CTZ
11791_6#24,R,R,CTZ
11791_6#25,S,S,CTZ
11791_6#26,S,S,CTZ
11791_6#27,S,S,CTZ
11791_6#28,S,S,CTZ
11791_6#29,R,R,CTZ
11791_6#2,S,S,CTZ
11791_6#30,S,S,CTZ
11791_6#32,S,S,CTZ
11791_6#33,S,S,CTZ
11791_6#34,S,S,CTZ
11791_6#35,S,S,CTZ
11791_6#36,S,S,CTZ
11791_6#37,S,S,CTZ
11791_6#38,S,S,CTZ
11791_6#39,S,S,CTZ
11791_6#3,S,S,CTZ
11791_6#4,S,S,CTZ
11791_6#5,S,S,CTZ
11791_6#6,S,S,CTZ
11791_6#7,S,S,CTZ
11791_6#9,S,S,CTZ
11791_7#10,S,S,CTZ
11791_7#11,S,S,CTZ
11791_7#12,S,S,CTZ
11791_7#13,S,S,CTZ
11791_7#14,S,S,CTZ
11791_7#15,S,S,CTZ
11791_7#16,S,S,CTZ
11791_7#17,S,S,CTZ
11791_7#18,S,S,CTZ
11791_7#19,S,S,CTZ
11791_7#1,S,S,CTZ
11791_7#20,S,S,CTZ
11791_7#21,S,S,CTZ
11791_7#22,S,S,CTZ
11791_7#23,S,S,CTZ
11791_7#24,S,S,CTZ
11791_7#25,S,S,CTZ
11791_7#26,S,S,CTZ
11791_7#27,S,S,CTZ
11791_7#28,S,S,CTZ
11791_7#29,S,S,CTZ
11791_7#2,S,S,CTZ
11791_7#30,S,S,CTZ
11791_7#32,S,S,CTZ
11791_7#33,S,S,CTZ
11791_7#34,S,S,CTZ
11791_7#35,S,S,CTZ
11791_7#36,S,S,CTZ
11791_7#37,S,S,CTZ
11791_7#38,S,S,CTZ
11791_7#39,S,S,CTZ
11791_7#3,S,S,CTZ
11791_7#40,S,S,CTZ
11791_7#41,S,S,CTZ
11791_7#42,R,R,CTZ
11791_7#44,S,S,CTZ
11791_7#45,S,S,CTZ
11791_7#46,S,S,CTZ
11791_7#47,S,S,CTZ
11791_7#48,S,S,CTZ
11791_7#49,S,S,CTZ
11791_7#4,S,S,CTZ
11791_7#50,S,S,CTZ
11791_7#51,S,S,CTZ
11791_7#52,S,S,CTZ
11791_7#53,S,S,CTZ
11791_7#54,S,S,CTZ
11791_7#55,R,R,CTZ
11791_7#56,S,S,CTZ
11791_7#57,S,S,CTZ
11791_7#58,S,S,CTZ
11791_7#59,S,S,CTZ
11791_7#5,S,S,CTZ
11791_7#60,R,R,CTZ
11791_7#61,S,S,CTZ
11791_7#62,S,S,CTZ
11791_7#63,S,S,CTZ
11791_7#64,S,S,CTZ
11791_7#65,S,S,CTZ
11791_7#66,S,S,CTZ
11791_7#67,S,S,CTZ
11791_7#68,S,S,CTZ
11791_7#69,S,S,CTZ
11791_7#6,S,S,CTZ
11791_7#70,S,S,CTZ
11791_7#7,R,R,CTZ
11791_7#9,S,S,CTZ
11893_8#71,S,S,CTZ
12045_3#57,S,S,CTZ
12045_3#58,S,S,CTZ
12045_3#59,S,S,CTZ
12045_3#60,S,S,CTZ
12045_3#61,S,S,CTZ
12045_3#62,S,S,CTZ
12045_3#63,S,S,CTZ
12045_3#64,S,S,CTZ
12045_3#65,S,S,CTZ
12045_3#66,S,S,CTZ
12045_3#67,S,S,CTZ
18090_6#33,R,R,CTZ
18090_6#34,S,S,CTZ
18090_6#35,S,S,CTZ
18090_6#36,S,S,CTZ
18090_6#37,R,R,CTZ
18090_6#38,R,R,CTZ
18090_6#39,R,R,CTZ
18090_6#40,S,S,CTZ
18090_6#41,R,R,CTZ
18090_6#42,R,R,CTZ
18090_6#43,S,S,CTZ
18090_6#44,S,S,CTZ
18090_6#45,R,R,CTZ
18090_6#46,R,R,CTZ
18090_6#47,S,S,CTZ
18090_6#48,S,S,CTZ
18090_6#49,S,S,CTZ
18090_6#50,R,R,CTZ
18090_6#51,R,R,CTZ
18090_6#52,S,S,CTZ
18090_6#53,R,R,CTZ
18090_6#54,R,R,CTZ
18090_6#55,R,R,CTZ
18090_6#56,R,R,CTZ
18090_6#57,R,R,CTZ
18090_6#58,R,R,CTZ
18090_6#59,R,R,CTZ
18090_6#60,R,R,CTZ
18090_6#61,R,R,CTZ
18090_6#62,R,R,CTZ
18090_6#63,R,R,CTZ
18090_6#80,R,R,CTZ
18090_6#81,R,R,CTZ
18090_6#82,R,R,CTZ
18090_6#83,R,R,CTZ
18090_6#84,R,R,CTZ
18090_6#85,R,R,CTZ
18090_6#86,R,R,CTZ
18090_6#87,R,R,CTZ
18090_6#88,S,S,CTZ
18090_6#89,R,R,CTZ
18090_6#90,S,S,CTZ
18090_6#91,S,S,CTZ
18090_6#92,R,R,CTZ
18090_6#93,S,S,CTZ
18090_6#94,R,R,CTZ
18090_6#95,R,R,CTZ
18090_7#10,S,S,CTZ
18090_7#11,R,R,CTZ
18090_7#12,R,R,CTZ
18090_7#13,R,R,CTZ
18090_7#14,R,R,CTZ
18090_7#15,R,R,CTZ
18090_7#16,R,R,CTZ
18090_7#17,R,R,CTZ
18090_7#18,R,R,CTZ
18090_7#19,R,R,CTZ
18090_7#1,R,R,CTZ
18090_7#20,S,S,CTZ
18090_7#21,R,R,CTZ
18090_7#22,R,R,CTZ
18090_7#23,S,S,CTZ
18090_7#24,R,R,CTZ
18090_7#25,R,R,CTZ
18090_7#26,S,S,CTZ
18090_7#27,R,R,CTZ
18090_7#28,R,R,CTZ
18090_7#29,S,R,CTZ
18090_7#2,R,R,CTZ
18090_7#30,R,R,CTZ
18090_7#31,R,R,CTZ
18090_7#32,R,R,CTZ
18090_7#33,R,R,CTZ
18090_7#34,R,R,CTZ
18090_7#35,R,R,CTZ
18090_7#36,S,S,CTZ
18090_7#37,S,S,CTZ
18090_7#38,S,R,CTZ
18090_7#39,R,R,CTZ
18090_7#3,R,R,CTZ
18090_7#40,R,R,CTZ
18090_7#41,R,R,CTZ
18090_7#43,R,R,CTZ
18090_7#44,R,R,CTZ
18090_7#45,R,R,CTZ
18090_7#46,R,R,CTZ
18090_7#47,S,S,CTZ
18090_7#48,S,S,CTZ
18090_7#49,S,S,CTZ
18090_7#4,R,R,CTZ
18090_7#50,R,R,CTZ
18090_7#51,R,R,CTZ
18090_7#52,S,S,CTZ
18090_7#53,S,S,CTZ
18090_7#54,S,S,CTZ
18090_7#55,R,R,CTZ
18090_7#56,R,R,CTZ
18090_7#57,R,R,CTZ
18090_7#58,S,S,CTZ
18090_7#59,R,R,CTZ
18090_7#5,S,S,CTZ
18090_7#60,R,R,CTZ
18090_7#62,S,R,CTZ
18090_7#63,R,R,CTZ
18090_7#64,S,S,CTZ
18090_7#65,R,R,CTZ
18090_7#66,R,R,CTZ
18090_7#67,S,S,CTZ
18090_7#68,R,R,CTZ
18090_7#69,S,S,CTZ
18090_7#6,R,R,CTZ
18090_7#70,R,R,CTZ
18090_7#71,R,R,CTZ
18090_7#72,R,R,CTZ
18090_7#73,R,R,CTZ
18090_7#74,R,R,CTZ
18090_7#75,R,R,CTZ
18090_7#76,R,R,CTZ
18090_7#77,R,R,CTZ
18090_7#78,R,R,CTZ
18090_7#79,R,R,CTZ
18090_7#7,R,R,CTZ
18090_7#80,R,R,CTZ
18090_7#81,R,R,CTZ
18090_7#82,R,R,CTZ
18090_7#83,R,R,CTZ
18090_7#84,R,R,CTZ
18090_7#85,S,S,CTZ
18090_7#86,R,R,CTZ
18090_7#87,S,S,CTZ
18090_7#88,S,S,CTZ
18090_7#89,S,S,CTZ
18090_7#8,R,R,CTZ
18090_7#90,R,R,CTZ
18090_7#91,R,R,CTZ
18090_7#92,R,R,CTZ
18090_7#93,R,R,CTZ
18090_7#94,R,R,CTZ
18090_7#9,R,R,CTZ
18090_8#10,R,R,CTZ
18090_8#11,R,R,CTZ
18090_8#12,S,S,CTZ
18090_8#13,R,R,CTZ
18090_8#14,R,R,CTZ
18090_8#15,R,R,CTZ
18090_8#16,R,R,CTZ
18090_8#17,R,R,CTZ
18090_8#18,R,R,CTZ
18090_8#19,S,S,CTZ
18090_8#1,R,R,CTZ
18090_8#20,S,S,CTZ
18090_8#21,S,S,CTZ
18090_8#22,R,R,CTZ
18090_8#23,R,R,CTZ
18090_8#24,R,R,CTZ
18090_8#25,S,S,CTZ
18090_8#26,R,R,CTZ
18090_8#27,R,R,CTZ
18090_8#28,R,R,CTZ
18090_8#29,S,S,CTZ
18090_8#2,S,S,CTZ
18090_8#30,S,S,CTZ
18090_8#31,R,R,CTZ
18090_8#33,S,S,CTZ
18090_8#3,R,R,CTZ
18090_8#46,S,S,CTZ
18090_8#4,R,R,CTZ
18090_8#5,S,S,CTZ
18090_8#6,S,S,CTZ
18090_8#7,S,S,CTZ
18090_8#84,R,R,CTZ
18090_8#8,R,R,CTZ
24742_1#11,S,S,CTZ
24742_1#12,S,S,CTZ
24742_1#134,S,S,CTZ
24742_1#13,S,S,CTZ
24742_1#140,R,R,CTZ
24742_1#145,S,S,CTZ
24742_1#148,S,S,CTZ
24742_1#14,S,S,CTZ
24742_1#156,R,R,CTZ
24742_1#157,R,R,CTZ
24742_1#159,S,S,CTZ
24742_1#15,S,S,CTZ
24742_1#164,S,S,CTZ
24742_1#165,S,S,CTZ
24742_1#166,S,S,CTZ
24742_1#168,R,R,CTZ
24742_1#16,S,S,CTZ
24742_1#170,S,S,CTZ
24742_1#171,S,S,CTZ
24742_1#172,S,S,CTZ
24742_1#173,R,R,CTZ
24742_1#174,S,S,CTZ
24742_1#175,S,S,CTZ
24742_1#176,S,S,CTZ
24742_1#177,S,S,CTZ
24742_1#178,S,S,CTZ
24742_1#179,R,R,CTZ
24742_1#17,S,S,CTZ
24742_1#180,S,S,CTZ
24742_1#181,S,S,CTZ
24742_1#182,S,S,CTZ
24742_1#183,R,R,CTZ
24742_1#184,S,S,CTZ
24742_1#185,R,R,CTZ
24742_1#186,S,S,CTZ
24742_1#187,S,S,CTZ
24742_1#188,S,S,CTZ
24742_1#189,S,S,CTZ
24742_1#18,S,S,CTZ
24742_1#190,R,R,CTZ
24742_1#191,R,R,CTZ
24742_1#192,S,S,CTZ
24742_1#193,S,S,CTZ
24742_1#194,R,R,CTZ
24742_1#195,R,R,CTZ
24742_1#196,R,R,CTZ
24742_1#197,S,S,CTZ
24742_1#198,S,S,CTZ
24742_1#199,S,S,CTZ
24742_1#19,S,S,CTZ
24742_1#1,R,R,CTZ
24742_1#200,S,S,CTZ
24742_1#201,S,S,CTZ
24742_1#205,R,R,CTZ
24742_1#207,R,R,CTZ
24742_1#208,R,R,CTZ
24742_1#209,R,R,CTZ
24742_1#20,S,S,CTZ
24742_1#210,R,R,CTZ
24742_1#211,R,R,CTZ
24742_1#212,R,R,CTZ
24742_1#213,R,R,CTZ
24742_1#214,R,R,CTZ
24742_1#215,R,R,CTZ
24742_1#216,R,R,CTZ
